Carrier,Product,NSPA,TX,OK,PA,WI,OHM,OH-FR,AZ,MO,WV,TN,IA,KS-M,KS-B,TX-M,AR,IN-M,IN-MD,IL-M,IL-MD,Rule Type,Error or Warning,Rule to Enact,Error or Warning Message to Display,"Run in Quote, Application?","Unacceptable Driver/
Unacceptable Vehicle Indicators",Comments/Changes
PRIS,NSPA,X,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,"If driver has SR22 as Yes and Driver's License Status= No License or International, error",SR22 cannot be filed on No License or International License Status,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",,LE 10/01/2024- GW-1734
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Specific Rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Condition 1 - Coverage Combinations Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury is 30,000/60,000 and the following is True: 
- Property Damage is not 25,000","If Bodily Injury is $30,000/$60,000, then Property Damage must be $25,000.","Quote, Application",,
PRIS,NSPA,X,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury is 25,000/50,000 and Property Damage is not 25,000","If Bodily Injury is $25,000/$50,000, then Property Damage must be $25,000.","Quote, Application",,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury is 30,000/60,000 and the following is True: 
- UMUI is not 30,000/60,000
- UMUI is not Reject","If Bodily Injury is $30,000/$60,000, then UMUI must be $30,000/$60,000 or Reject","Quote, Application",,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury is 40,000/80,000 and the following is True: 
- Property Damage is not 35,000","If Bodily Injury is $40,000/$80,000, then Property Damage must be $35,000","Quote, Application",,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury is 40,000/80,000 and the following is True: 
- UMUI is not 40,000/80,000
- UMUI is not Reject","If Bodily Injury is $40,000/$80,000, then UMUI must be $40,000/$80,000 or Reject","Quote, Application",,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury is 50,000/100,000 and either of the following is True: 
- Property Damage is not 25,000, or 50,000
- UMUI is not 50,000/100,000","Property Damage should be $25,000 or $50,000 and Unisured Motorist / Underinsured Motorist Bodily Injury should be $50,000/100,000

If Bodily Injury is $50,000/$100,000, then Property Damage must be $25,000 or $50,000","Quote, Application",,
PRIS,NSPA,X,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury is 50,000/100,000 and Property Damage is not 50,000","If Bodily Injury is $50,000/$100,000, then Property Damage must be $50,000.","Quote, Application",,
PRIS,NSPA,X,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury is 100,000/300,000 and Property Damage is not 50,000 or 100,000","If Bodily Injury is $100,000/$300,000, then Property Damage must be $50,000 or $100,000.","Quote, Application",,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury is 50,000/100,000 and the following is True: 
- UMUI is not 50,000/100,000
- UMUI is not Reject","If Bodily Injury is $50,000/$100,000, then UMUI must be $50,000/$100,000 or Reject","Quote, Application",,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If both MEDP and PINP exist
",Both Personal Injury Protection or Medical Payments cannot be added.,"Quote, Application",,
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Validation,Error,If PIPM <> Reject and MEDP <> None,Both Personal Injury Protection Medical Payments or Medical Payments cannot be added.,"Quote, Application",,MN 12/21/22: Variation of existing rule in AR.
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,Other Than Collision and Collision must be written together,Other Than Collision and Collision must be written together.,"Quote, Application",,"LE 11/20/23- AZ requirements PRISUAT-1834
LE 9/09/2024- Added WV GW-1643
LE 6/11/2025- Added TN GW-3777"
PRIS,NSPA,X,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error,Rental Reimbursement can only be offered when Other Than Collision AND Collision are on the vehicle,Rental Reimbursement can only be offered when Other Than Collision and Collision are on the vehicle.,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR (no rental coverage) SJS PRISUAT-1584
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If Drivers License Status for any driver is not equal to ""Valid"" and Bodily Injury Limit = $40,000 / $80,000 or $50,000 / $100,000, error and show message.","Each driver must have a valid US drivers license in order to purchase increased limits for Bodily Injury coverages. Please select $30,000 / $60,000 to proceed.","Quote, Application, Endorsement",,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If any driver has major violations with the past 36 months and Bodily Injury Limit = $40,000 / $80,000 or $50,000 / $100,000, error and show message.","Drivers with major violations in the past 36 months do not qualify for increased limits for Bodily Injury coverages. Please select $30,000 / $60,000 to proceed.","Quote, Application, Endorsement",,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Error,"If any driver has more than 8 chargeable points and Bodily Injury Limit = $40,000 / $80,000 or $50,000 / $100,000, error and show message.","Drivers with more than 8 chargeable points do not qualify for increased limits for Bodily Injury coverages. Please select $30,000 / $60,000 to proceed.

Replace 'Please' with 'Modify the Application and'","Quote, Application, Endorsement",,
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Error,"If any driver with age < 21 has more than 4 chargeable points and Bodily Injury Limit = $40,000 / $80,000 or $50,000 / $100,000, error and show message.","Drivers under age 21 with more than 4 chargeable points do not qualify for increased limits for Bodily Injury coverages. Please select $30,000 / $60,000 to proceed.

Replace 'Please' with 'Modify the Application and'","Quote, Application, Endorsement",,
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Validation,Error,"If Property Damage is less than $100,000 and Uninsured Motorists Property Damage is $100,000 trigger error message",Uninsured Motorists Property Damage coverage cannot exceed Property Damage coverage. ,"Quote, Application, Endorsement",,LE 9/10/2024- Added WV GW-1643
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Error,"If Policy Effective Date - Previous Carrier Effective Date is greater than 30 days,  the user must answer No to the question ""Does the insured have prior insurance coverage with no lapse or a lapse of less than 30 days?""","The driver has a lapse of more than 30 days. Please answer No to the question ""Does the insured have prior insurance coverage with no lapse or a lapse of less than 30 days?""","Quote, Application, Endorsement

Run on Endorsement only if the fields following fields are changed: Previous Carrier Effective Date, ""Does the insured have prior insurance coverage…""",,
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Underwriting,Error,"If Policy Effective Date - Previous Carrier Effective Date is greater than 21 days,  the user must answer No to the question ""Does the insured have prior insurance coverage with no lapse or a lapse 21 days or less?*""","The driver has a lapse of more than 21 days. Please answer No to the question ""Does the insured have prior insurance coverage with no lapse or a lapse 21 days or less?*""","Quote, Application, Endorsement

Run on Endorsement only if the fields following fields are changed: Previous Carrier Effective Date, ""Does the insured have prior insurance coverage…""",,JAO 4/27/2023 - Remove for OH-FR (no rules for length of POP lapse) SJS PRISUAT-1584
PRIS,NSPA,X,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error,"If BODI limit selected is 50,000/100,000 and each driver does not meet ALL of these minimum qualifications: 
- License Status = Valid
- MVR Status is not no Hit
- Infractions with charged points > 0 that are not ignored cannot be categorized as ""Major"" 
- If driver is > or = 21, Total Chargeable Points is not > 8 
- If driver is < 21, Total Chargeable Points is not > 4


(Note:  INow automatically checks ignore indicator when infraction date is outside of chargeable period, Total Chargeable Points does not count infraction or loss history points that are ignored)
 ","See PRISPROD-58 where we requested to have an individual error message depending on why the Driver is unacceptable for higher limits:

<Driver #> does not have a valid US license which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has at least 1 Major Violation which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has more than 8 points which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> is under age 21 and has more than 4 points which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.","Quote, Application",,"JAO 4/27/2023 - Remove for OH-FR (no higher limits) SJS PRISUAT-1584
LE 9/09/2024- Removed for WV GW-1643"
PRIS,NSPA,X,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If BODI limit selected is 50,000/100,000 and each driver does not meet ALL of these minimum qualifications: 
- License Status = Valid
- MVR Status is not no Hit
- Infractions with charged points > 0 that are not ignored cannot be categorized as ""Major""
- SR22 = No
- Total Chargeable Points is not > 8

(Note:  INow automatically checks ignore indicator when infraction date is outside of chargeable period, Total Chargeable Points does not count infraction or loss history points that are ignored)
 ","See PRISPROD-58 where we requested to have an individual error message depending on why the Driver is unacceptable for higher limits:

<Driver #> does not have a valid US license which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has at least 1 Major Violation which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has a Financial Responsibility Filing which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has more than 8 points which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.","Quote, Application
(New Business, Rewrite-New)",,
PRIS,NSPA,X,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error,"If BODI limit selected is 100,000/300,000 and each driver does not meet ALL of these minimum qualifications: 
- License Status = Valid
- MVR Status is not no Hit
- SR22 = No
- Infractions with charged points > 0 that are not ignored cannot be categorized as ""Major"" 
- If driver is > or = 21, Total Chargeable Points is not > 2 
- If driver is < 21, Total Chargeable Points is not > 0

(Note:  INow automatically checks ignore indicator when infraction date is outside of chargeable period, Total Chargeable Points does not count infraction or loss history points that are ignored)
 ","(Note if any driver doesn't meet that 50/100 limit, they will get the validation error to drop to the 25/50 limit so the wording of this error msg was designed to guide them to verify eligibility with no promises for the middle limit)

See PRISPROD-58 where we requested to have an individual error message depending on why the Driver is unacceptable for higher limits:

<Driver #> does not have a valid US license which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has a Financial Responsibility Filing which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 or $50,000/$100,000 to proceed.

<Driver #> has at least 1 Major Violation which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has more than 2 points which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 or $50,000/$100,000 to proceed.

<Driver #> is under age 21 and has more than 0 points which is unacceptable for the Bodily Injury Limit selected. Please selec t$25,000/$50,000 or $50,000/$100,000 to proceed.","Quote, Application",,"JAO 4/27/2023 - Remove for OH-FR (no higher limits) SJS PRISUAT-1584
LE 9/09/2024- Removed for WV GW-1643"
PRIS,NSPA,X,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If BODI limit selected is 100,000/300,000 and each driver does not meet ALL of these minimum qualifications: 
- License Status = Valid
- MVR Status is not no Hit
- SR22 = No
- Infractions with charged points > 0 that are not ignored cannot be categorized as ""Major""
- Number of infractions categorized as ""Minor"" is not > 1
- Total Chargeable Points is not > 2

(Note:  INow automatically checks ignore indicator when infraction date is outside of chargeable period, Total Chargeable Points does not count infraction or loss history points that are ignored)
 ","(Note if any driver doesn't meet that 50/100 limit, they will get the validation error to drop to the 25/50 limit so the wording of this error msg was designed to guide them to verify eligibility with no promises for the middle limit)

See PRISPROD-58 where we requested to have an individual error message depending on why the Driver is unacceptable for higher limits:

<Driver #> does not have a valid US license which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has a Financial Responsibility Filing which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has at least 1 Major Violation which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 to proceed.

<Driver #> has more than 1 Minor Violation which is unacceptable for the Bodily Injury Limit selected.  Please select $25,000/$50,000 or $50,000/$100,000 to proceed.

<Driver #> has more than 2 points which is unacceptable for the Bodily Injury Limit selected. Please select $25,000/$50,000 or $50,000/$100,000 to proceed.","Quote, Application
(New Business, Rewrite-New)",,
PRIS,NSPA,X,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury limit selected on Auto General = 25,000/50,000 and either of the following is not TRUE
UMBI limit selection on Auto General tab is not ""Reject""
UMBI limit selection on Auto General tab is not 25,000/50,000 
","Uninsured Motorist Bodily Injury Limit must be equal to or less than Bodily Injury Limit, if not Rejected.  ","Quote, Application",,"JAO 7/27/2022 - Removing rules for WI ONLY. WI Limits are dynamic, so you cannot choose an unacceptable coverage combination.

MN: Same is true for OH, and likely all states moving forward."
PRIS,NSPA,X,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,"If Bodily Injury limit selected on Auto General = 50,000/100,000  and either of the following is not TRUE
UMBI limit selection on Auto General tab is not ""Reject""
UMBI limit selection on Auto General tab is not 25,000/50,000 
UMBI limit selection on Auto General tab is not 50,000/100,000","Uninsured Motorist Bodily Injury Limit must be equal to or less than Bodily Injury Limit, if not Rejected.  ","Quote, Application",,"JAO 7/27/2022 - Removing rules for WI ONLY. WI Limits are dynamic, so you cannot choose an unacceptable coverage combination.

MN: Same is true for OH, and likely all states moving forward."
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,"If Enhanced Towing and Rental = Yes, and if there is at least one vehicle on the policy,  no vehicle has both TOWL and RERE trigger error on Auto General tab on save",“At least one vehicle must have towing and rental coverage to be eligible for Enhanced Towing and Rental coverage.”   ,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,"If SEQU coverage is selected, and vehicle does not have both COPR and COLL coverage",Special Equipment coverage requires both Other Than Collision and Collision Coverage. ,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,"If Contents Plus Renters Endorsement = NO and Contents Plus Additional Interest exists, then error.","If Contents PLUS coverage is removed, then the Contents PLUS Additional Interest needs to be removed.","Quote, Application",,"JAO 1/5/2023 PRISPROD-1458
JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
LE 11/21/2023- Remove for AZ PRIUAT-1834
AG 2/11/2025- Changed OK, WI, OHM, & MO to NO to match current functionality. 
AG 2/11/2025- WV GW-1643"
PRIS,NSPA,X,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error   ,"If Contents Plus Renters Endorsement = NO and Contents Plus Additional Interest exists, remove Contents Plus Additional Interest. ",N/A ,"Quote, Application",,"AG 2/11/2025- WV GW-2470
AG 2/11/2025-MO & OHM GW- 2471 Added new functionality to match OK & WI"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,Validation,Error   ,"If Contents Plus Renters Endorsement = Yes and Renters Address block isn't completed, then error.",Contents PLUS Renters Endorsement requires Physical Address,"Quote, Application",,"JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
LE 11/21/2023- Remove for AZ PRISUAT-1834
LS 2/12/2025-Updated since functionality is not needed"
PRIS,NSPA,X,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,"If CONT limit 1 (Coverage C) is more than CONT limit 2 (Coverage E), then error.","Contents PLUS Renters Endorsement: Personal Property Coverage Limit may not exceed Personal Liability limit.  

Note:  Display this on Contents Plus coverage detail so user can change the Coverage C limit ","Quote, Application",,"JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
LE 11/21/2023- Remove for AZ PRISUAT-1834"
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,"If both RAST and LOCK are on the same policy, then error.",Both Emergency Roadside Assistance and Locksmith Services Endorsement cannot be added to the same policy.  ,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,"If at least one vehicle is entered, and 
If PIPE is selected and there isn't a single vehicle listed on the policy that has BOTH COPR and COLL coverages

(do not run this if no vehicles are entered yet)",Pet Injury Protection Endorsement requires at least one vehicle with both Other Than Collision and Collision coverage.,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,"If at least one vehicle is entered, and 
If Accidental Airbag is selected and there isn't a single vehicle listed on the policy that has BOTH COPR and COLL coverages

(do not run this if no vehicles are entered yet)",Accidental Airbag Deployment Endorsement requires at least one vehicle with both Other Than Collision and Collision coverage.,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,If (Vehicle Use = 'TNC' OR 'Business and TNC' OR 'Business and Delivery and TNC' OR 'Delivery and TNC') AND Transportation Network Company Coverage = 'No',Vehicle # - Vehicle use is TNC. TNC coverage must be added.,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,If Transportation Network Company Coverage = 'Yes' AND (Vehicle Use <> 'TNC' OR 'Business and TNC' OR 'Business and Delivery and TNC' OR 'Delivery and TNC'),Vehicle # - TNC coverage is selected. Vehicle use must include TNC.,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,If (Vehicle Use = 'Delivery' OR 'Business and Delivery' OR 'Business and Delivery and TNC' OR 'Delivery and TNC') AND Individual Delivery Coverage = 'No',Vehicle # - Vehicle use is Delivery. Delivery coverage must be added.,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Validation,Error   ,If Individual Delivery Coverage = 'Yes' AND (Vehicle Use <> 'Delivery' OR 'Business and Delivery' OR 'Individual Delivery Coverage' OR ' Delivery and TNC'),Vehicle # - Delivery coverage is selected. Vehicle use must include Delivery.,"Quote, Application",,JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error   ,If Other Than Collision Deductible = No and Full Safety Glass = Yes,Vehicle # - Full Safety Glass coverage cannot be added without Other Than Collision coverage.,"Quote, Application",,MN 12/5/22: New rule for AZ.
Condition 2 - Unacceptable Vehicles Conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIS,NSPA,X,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,Underwriting,Warning,If vehicle age > 30,Vehicles older than 30 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 4/27/2023 - Remove for OH-FR SJS PRISUAT-1584
LE 6/09/2025- Remove for OK GW-3172
LE 6/12/2025- Remove TN GW-3777"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,Underwriting,Warning,If vehicle age > 30 35,Vehicles older than 30 35 years are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"MN 12/13/22: New rule for IN
LE 6/12/2025- Add for TN GW-3777"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,Underwriting,Warning,If vehicle age > 30 Model Year < 1970,Vehicles produced prior to 1970 are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,MN 12/14/22: New rule for KS-B
PRIS,NSPA,X,NO,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,"In IA, this rule should only apply when Broad Form Named Driver Endorsement = No

If number of vehicles > than number of drivers by more than 1, do the following:
* Order the vehicles from lowest to highest rating. (See driver assignment logic for how this is determined).  The insured is entitled to one excess vehicle without surcharge, all remaining excess vehicles should be marked as unacceptable. 

Example 1: Policy has 1 driver and 3 vehicles. Ranked lowest to highest rating:
* Vehicle 1 is not unacceptable and this is the lowest rated vehicle.
* Vehicle 2 is not unacceptable. (This is their one allowed excess vehicle).
* Vehicle 3 is unacceptable and is the highest rated vehicle.

Example 2: Policy has 1 driver and 5 vehicles. Ranked lowest to highest:
* Vehicle 1 is not unacceptable and is the lowest rated vehicle.
* Vehicle 2 is not unacceptable. (This is their one allowed excess vehicle).
* Vehicle 3 is unacceptable.
* Vehicle 4 is unacceptable.
* Vehicle 5 is unacceptable and is the highest rated vehicle.

Example 3: Policy has 2 drivers and 5 vehicles. Ranked lowest to highest:
* Vehicle 1 is not unacceptable and is the lowest rated vehicle.
* Vehicle 2 is not unacceptable.
* Vehicle 3 is not unacceptable. (This is their one allowed excess vehicle).
* Vehicle 4 is unacceptable.
* Vehicle 5 is unacceptable and is the highest rated vehicle.
",Business with more than one excess vehicle is ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"JAO 4/27/2023 - Remove all states except IA
LE 11/21/2023- AZ requirements PRISUAT-1834
LE 9/09/2024- Added WV GW-1644"
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Validation,Error,If Broad Form Named Driver Endorsement = Yes and if number of vehicles > 3,Business with more than three vehicles are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",,"MN 12/13/22: New rule for Broad Form policies in IA.
MN 3/13/23: Updated to be a Validation Error and removed logic for setting the Unacceptable Vehicle indicator."
PRIS,NSPA,X,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,Underwriting,Warning,If Make = Suzuki and Model = Samurai,Suzuki Samurai vehicles are ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,JAO 4/27/2023 - Remove OH-FR SJS PRISUAT-1584
PRIS,NSPA,X,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,Underwriting,Warning,"If (Model contains the words ""Limited"" or ""Special"") AND (Policy Year - Model Year <= 25 and Policy Year - Model Year >= 20) AND (Other Than Collision Deductible <> ""No Coverage"" and Collision Deductible <> ""No Coverage"")",Limited and Specialized Edition vehicles ages 20 to 25 years are ineligible for Collision and Other Than Collision,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,"MN 12/15/22: New rule for AZ Road Warrior
JAO 4/27/2023 - Add for OH Maverick SJS 5.23.23 PRISUAT-1585
LE 6/12/2025- Added TN GW-3777"
PRIS,NSPA,X,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,Underwriting,Warning,If vehicle use = Delivery or TNC,Vehicle use is ineligible for this program.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,
PRIS,NSPA,X,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,Underwriting,Warning,If (vehicle use = 'Business' or 'Business with TNC' or 'Business with Delivery' or 'Business with TNC and Delivery') AND (Broad Form = Yes),Broad Form Business Use is not allowed.,"Quote
Application
New Business
Rewrite-New
Endorsement
Renewal Start
Renewal Change
Renewal Activate
Rewrite Renewal",Criteria as documented in column L sets Unacceptable Vehicle Indicator to Yes,MN 12/13/22: New rule for IA Broad From policies
